Implicit Volatility,Asset Price,Initial Asset Price
0.144120216369629,35.2006523587104,35.2007161589333
0.143960237503052,35.2009165822073,35.2009395824738
0.145978689193726,36.251284653175,36.2512543751175
0.146079063415527,36.3769484409959,36.3769128550462
0.14541482925415,36.0875148846894,36.0875192416348
0.145986318588257,36.4711930348514,36.4711672583082
0.145373821258545,36.2069624986385,36.2069417232769
0.145596027374268,36.4014988212635,36.4015806302444
0.14628791809082,36.851563868835,36.851651942028
0.146769523620605,37.181117566885,37.1810230458851
0.146572113037109,37.1466302111434,37.1465461467959
0.146602630615234,37.2354565339324,37.2354489803737
0.14683198928833,37.4333510798603,37.4333935987935
0.147100448608398,37.6482536590249,37.6482092342868
0.146884202957153,37.6069535021324,37.6069564774738
0.147005081176758,37.7453749677472,37.745443118262
0.14639949798584,37.4894337362918,37.4893582109413
0.146791934967041,37.7759098785357,37.775919607952
0.147042751312256,37.9835077917523,37.9834989311457
0.147885799407959,38.5042526516952,38.5042143376863
0.147579669952393,38.4170500235608,38.4170987160882
0.146887063980103,38.1186605601331,38.1186737006568
0.147664070129395,38.6094101761714,38.6094202554019
0.148561477661133,39.1537686872937,39.1537818485473
0.14931058883667,39.6103116666942,39.6102270229498
0.149466514587402,39.7641441674127,39.7640521951846
0.14968204498291,39.9487239025534,39.9487727926323
0.150196313858032,40.2804312958535,40.2804322110602
0.149518489837646,40.0169393270678,40.0169148300094
0.15022873878479,40.4488005090264,40.4488056846145
0.149608612060547,40.2120760949683,40.2119805769101
0.150236129760742,40.6038707370958,40.6038135814752
0.149928092956543,40.5262478451078,40.5261684886466
0.15013599395752,40.7073443973868,40.7074114983685
0.150993824005127,41.2083311958811,41.208335615331
0.150062084197998,40.821854627657,40.8217715588606
0.1504807472229,41.1081883248033,41.1082450726249
0.149679183959961,40.7782418197851,40.7781896458809
0.150287628173828,41.1658332756296,41.1658440149709
0.150346755981445,41.270747280949,41.2708428162104
0.150915145874023,41.6295024359816,41.6294906939547
0.151509761810303,41.9997412208846,41.999724380495
0.152304649353027,42.460729827554,42.4606663466237
0.152951002120972,42.8449920208488,42.8449709124918
0.152170181274414,42.5534441971701,42.5535280436605
0.150366306304932,41.7377512526544,41.7378098957063
0.150375366210938,41.8109129086212,41.8108233525626
0.15023946762085,41.8252407129732,41.8251547120619
0.150674343109131,42.1231032382917,42.1231010949609
0.75,0,0
0.152453422546387,43.1570199846488,43.1569461049001
0.152291536331177,43.1572765704733,43.1572968763942
0.154353857040405,44.207758046808,44.2077383140935
0.154453992843628,44.3334294696802,44.333425361143
0.15365743637085,44.0439430790726,44.0439315329115
0.154311656951904,44.4276651273904,44.4275997651118
0.15357494354248,44.163387650396,44.1633340877001
0.153819561004639,44.3579367149369,44.3578435991917
0.154609680175781,44.8080593872991,44.8081290363346
0.155136108398438,45.1376521395246,45.1375791933566
0.154909372329712,45.1031477397874,45.1031658441683
0.154927253723145,45.1919760210305,45.1919883088698
0.155139446258545,45.3898893326595,45.3898412619896
0.155362129211426,45.6048065236803,45.6048338314972
0.155160427093506,45.5634941780378,45.5634559787248
0.155255317687988,45.7019218525008,45.7019905664918
0.154612064361572,45.4459337131557,45.446009899729
0.15504264831543,45.7324422713895,45.7324402557125
0.155249834060669,45.9400551705884,45.9400837740546
0.155983924865723,46.4608453767527,46.4609174292668
0.155701160430908,46.3736258609611,46.3736523261026
0.155075311660767,46.0751978912723,46.0752383810123
0.15575122833252,46.5659897830031,46.5660731844016
0.15653395652771,47.1103960576101,47.1103650824842
0.157173156738281,47.5669853682634,47.5669868599889
0.157305002212524,47.7208293721606,47.7208325627217
0.157483100891113,47.9054253562191,47.905518019914
0.157923221588135,48.2371717071295,48.2372471795621
0.157313823699951,47.9736268288,47.973615938872
0.157925605773926,48.405542426792,48.4055467035515
0.157365322113037,48.1687692346781,48.1687219583646
0.157906293869019,48.5606121086942,48.5605941151464
0.157638549804688,48.4829649954713,48.4828710271499
0.157796859741211,48.6640772590499,48.664011120216
0.158536434173584,49.1651103685666,49.1650401569787
0.157704830169678,48.7785806828445,48.7784960359081
0.158060312271118,49.0649404752739,49.0649766742402
0.157342195510864,48.7349366627022,48.7349576110628
0.157868385314941,49.12257468828,49.1225856211186
0.157907247543335,49.2274911776686,49.2274850405332
0.158391952514648,49.5862750142896,49.5861802680801
0.158900499343872,49.9565436659418,49.9565610229874
0.159580230712891,50.4175715051399,50.4175854887494
0.160139083862305,50.8018703753325,50.8018487295787
0.159443616867065,50.5102787562534,50.5102472094209
0.157851219177246,49.6944932851353,49.6944097298367
0.157835006713867,49.7676541481898,49.7676190503773
0.157715082168579,49.7819747530332,49.781995246145
0.158083438873291,50.0798600102386,50.079864479524
0.75,0,0
0.159615039825439,51.1138667743033,51.1139406259947
0.159462690353394,51.1141150430927,51.1140871500516
0.161248683929443,52.1647207603187,52.1646441456285
0.161319732666016,52.290396597213,52.2904859331384
0.160616636276245,52.0008673683179,52.0008390577614
0.161174535751343,52.384624524705,52.3846060372143
0.16051983833313,52.1203048563241,52.1203447136396
0.16072154045105,52.3148711010925,52.314857864639
0.161401748657227,52.7650323829129,52.7650547117525
0.161866664886475,53.0946510413841,53.0945554240442
0.161634683609009,53.0601341739889,53.0601453993104
0.161638736724854,53.1489629861829,53.1490467031315
0.161850214004517,53.3468883257448,53.3469064425922
0.162094593048096,53.561819336817,53.5618195745224
0.161857604980469,53.5204938059953,53.5204634728551
0.161947727203369,53.6589272389214,53.6589731994381
0.161303520202637,53.4029032887101,53.4029013695685
0.16167688369751,53.6894332123447,53.6895332091882
0.161904335021973,53.8970591617615,53.8971584493596
0.162742614746094,54.4178954253662,54.4178944536554
0.162398815155029,54.3306578860239,54.3306268742189
