V,Sigma,S
39.3490194504374,1,100.290005197638
39.3860448284208,1,100.988671467819
39.7275804646038,0.861743927001953,100.934222886362
40.2924860662102,0.75092887878418,100.327331465366
40.3989567905426,0.671308517456055,100.854239711924
40.6529653815528,0.613828659057617,101.016256875327
41.2067866321221,0.571760177612305,100.436816607069
41.9413701890653,0.539224624633789,99.4103282006533
41.8479943806366,0.506922721862793,100.431460401524
42.2315634012528,0.482342720031738,100.273058051303
42.5386711452556,0.460762977600098,100.303749209413
43.2239684404695,0.443915367126465,99.399139350677
43.3623692746639,0.426472663879395,99.8470518498227
43.1355838762604,0.409220695495605,101.19811275876
43.5356300124335,0.396506309509277,100.998944607801
43.7860807180175,0.38438606262207,101.169742401078
44.2717565836049,0.374382972717285,100.75883003314
44.7863996787771,0.365413665771484,100.276280315249
45.1651003096965,0.356642723083496,100.129914300273
45.8931284191789,0.35004711151123,99.1196481887807
46.0412541424224,0.341604709625244,99.5434921911984
46.5259116171794,0.335119724273682,99.1350988937563
47.062551589052,0.329325675964355,98.5981745815367
47.8715725124413,0.325091361999512,97.3876701172062
47.9508693874595,0.318210601806641,97.9817066910342
47.4500230309003,0.309480667114258,100.010392961257
47.4907097274316,0.303286552429199,100.699911074413
47.7075377437783,0.298060417175293,100.953842854625
47.7429120605967,0.292466163635254,101.656496496797
47.7334100219518,0.287002086639404,102.470128103867
47.6943785312767,0.281692504882812,103.356810798578
47.8672874153291,0.277348518371582,103.719347070604
48.121131681861,0.273451805114746,103.881721074723
48.5266729675602,0.270212650299072,103.668944128902
48.5834628176367,0.266035079956055,104.318635026674
49.0787269264214,0.263382911682129,103.883985538872
49.091815330453,0.259379386901855,104.641743645791
48.984866423902,0.255176544189453,105.696368929512
49.4564912372094,0.25283145904541,105.320155129369
49.0172614167669,0.247969150543213,107.196549054498
49.1836516392938,0.244979381561279,107.575192694269
49.3207025794675,0.242016792297363,108.026394713095
49.9748802858385,0.240566253662109,107.198669228684
50.4227120592537,0.238624572753906,106.881296511404
50.386999252717,0.23546028137207,107.75973377033
50.8883175719559,0.233831882476807,107.310081190731
51.2616878207019,0.231931686401367,107.176842807154
51.3553579580092,0.229351043701172,107.735308241038
51.7389353537153,0.227609157562256,107.576821243839
52.2336158998327,0.226230144500732,107.143567683242
55.3245701192042,0.231711387634277,100.290005197638
55.3615238108567,0.229190349578857,100.988671467819
55.7030398959427,0.227434158325195,100.934222886362
56.2679641897138,0.22625207901001,100.327331465366
56.3743751181444,0.224062919616699,100.854239711924
56.6283481020712,0.22226619720459,101.016256875327
57.1821659330639,0.221199512481689,100.436816607069
57.9167825826542,0.220607280731201,99.4103282006533
57.8233108821956,0.218137264251709,100.431460401524
58.20686581836,0.216813564300537,100.273058051303
58.5139476248032,0.215351104736328,100.303749209413
59.199283223505,0.214805126190186,99.399139350677
59.3376292658964,0.213030338287354,99.8470518498227
59.1107243744811,0.210494995117188,101.19811275876
59.5107612389556,0.20937442779541,100.998944607801
59.7611758490727,0.207972526550293,101.169742401078
60.2468427116668,0.2071213722229,100.75883003314
60.7614789228989,0.206368446350098,100.276280315249
61.1401553606162,0.205342769622803,100.129914300273
61.8682216194614,0.205143451690674,99.1196481887807
62.016291141385,0.203659057617188,99.5434921911984
62.5009472211197,0.202944755554199,99.1350988937563
63.0375839087511,0.202395439147949,98.5981745815367
63.8466377887552,0.202524185180664,97.3876701172062
63.9258705299341,0.200945854187012,97.9817066910342
63.424882850994,0.19807243347168,100.010392961257
63.4655002770209,0.196489334106445,100.699911074413
63.6822824589173,0.195329189300537,100.953842854625
63.7175867988795,0.193796634674072,101.656496496797
63.7080081705682,0.192202091217041,102.470128103867
63.6688866958591,0.190581798553467,103.356810798578
63.8417451862664,0.189424991607666,103.719347070604
64.0955506705326,0.188453912734985,103.881721074723
64.5010785724405,0.187807083129883,103.668944128902
64.5578003808121,0.186475276947021,104.318635026674
65.0530566188942,0.186038970947266,103.883985538872
65.0660720827694,0.184656143188477,104.641743645791
64.9590320400495,0.183067560195923,105.696368929512
65.4306471476374,0.182624101638794,105.320155129369
64.991286341025,0.180451393127441,107.196549054498
65.1576253419092,0.179458379745483,107.575192694269
65.2946213249084,0.178427696228027,108.026394713095
65.9488095970933,0.178362846374512,107.198669228684
66.3966231244714,0.177932977676392,106.881296511404
66.3608324813456,0.176616430282593,107.75973377033
66.8621412273632,0.176308155059814,107.310081190731
67.235486474233,0.175776720046997,107.176842807154
67.3290943954516,0.174738168716431,107.735308241038
67.7126481478221,0.174243927001953,107.576821243839
68.207319833249,0.173975706100464,107.143567683242
71.2985970991199,0.178165435791016,100.290005197638
71.3354779117075,0.177073001861572,100.988671467819
71.6769631089645,0.176478862762451,100.934222886362
72.2418873171558,0.176261901855469,100.327331465366
72.3482349435521,0.175302267074585,100.854239711924
72.6021649705427,0.174602508544922,101.016256875327
73.1559811854119,0.17438793182373,100.436816607069
73.8906108254434,0.174489498138428,99.4103282006533
73.7970585864727,0.173243522644043,100.431460401524
74.1805786705933,0.172787427902222,100.273058051303
74.4876208726368,0.17221736907959,100.303749209413
75.1729726870945,0.17227840423584,99.399139350677
75.3112585908515,0.17144513130188,99.8470518498227
75.0842425754291,0.170034885406494,101.19811275876
75.4842558313732,0.16964864730835,100.998944607801
75.7346259473404,0.169029712677002,101.169742401078
76.2202811550584,0.168797016143799,100.75883003314
76.7349097555179,0.168623924255371,100.276280315249
77.1135596039979,0.168236017227173,100.129914300273
77.8416301802809,0.168438911437988,99.1196481887807
77.9896435728445,0.167684078216553,99.5434921911984
78.4742819250843,0.167501449584961,99.1350988937563
79.0109143702146,0.167414903640747,98.5981745815367
79.8200031758425,0.167820692062378,97.3876701172062
79.8991659099702,0.166958808898926,97.9817066910342
79.398024800742,0.165131807327271,100.010392961257
