V,Sigma,S
38.3623197306296,1,102.730300344903
39.250003248286,1,102.128307895461
40.4348673655296,0.866586685180664,100.791319950664
41.9810713149062,0.763522148132324,98.5608029880303
43.0293581250349,0.688857078552246,97.561712468532
43.7317063137896,0.631765365600586,97.4181493120252
44.5435395129996,0.588425636291504,97.0038268303109
44.7129016709972,0.549392700195312,98.1783069553716
45.1313343320254,0.51860237121582,98.7368407159232
45.7123486344422,0.49354362487793,98.8933095149815
46.3192597995617,0.472209930419922,98.9857412909193
47.1669944855991,0.45503044128418,98.4826686628901
47.4594943637135,0.436985969543457,99.3526061211913
48.2395436128517,0.423463821411133,99.0168965764348
48.742874175257,0.409994125366211,99.3654688921808
49.9647609557609,0.401521682739258,97.9371940855519
50.9880463670644,0.39309024810791,97.0000586182414
50.9826281485278,0.380248069763184,98.6066376564767
52.2177890914371,0.374224662780762,97.1455718020798
52.8164016264526,0.365696907043457,97.2585564679354
52.5946764487619,0.354772567749023,99.39996871208
52.67478208421,0.345417976379395,100.795059379417
53.2589998265968,0.338886260986328,100.943594834625
53.2696836015643,0.330329895019531,102.510346245811
53.6987529581726,0.32402515411377,103.042521192881
54.3019638405791,0.318791389465332,103.144077034553
54.9178838762248,0.313860893249512,103.214199865825
55.1853859176626,0.307965278625488,104.14588354514
55.6103063260215,0.302887439727783,104.688300196615
56.4772679450567,0.299284934997559,104.137661713078
57.3329170108701,0.29587459564209,103.615027224817
57.3250554658182,0.290232181549072,105.227563435954
58.1175485594782,0.287031173706055,104.861080748191
58.3346254441609,0.282428741455078,105.917411869
59.5611470823184,0.280749320983887,104.477699538756
59.9417326710549,0.276906967163086,105.129714731833
60.9420473830306,0.274658203125,104.249374466263
60.9458302381919,0.270322322845459,105.833049315234
61.8241391036273,0.268222808837891,105.254397339924
62.1518525708728,0.26478385925293,106.03712402
62.6315809757038,0.261858940124512,106.443979888075
63.3030558707737,0.259538173675537,106.376723461078
64.0387103524465,0.257478713989258,106.150771285746
64.4151274722036,0.254582405090332,106.813056754132
65.0460026092302,0.25242805480957,106.846168239013
65.9934818568403,0.251173496246338,106.09647369712
66.9191795338371,0.249950885772705,105.400671635043
67.9743978443574,0.24916410446167,104.384626129004
68.2625181395983,0.246386051177979,105.265191861077
69.5546809917664,0.24638557434082,103.663372454842
70.5763656684374,0.245467185974121,102.730300344903
71.4641355513093,0.244152545928955,102.128307895461
72.6492328233409,0.243541240692139,100.791319950664
74.1957814020219,0.243837833404541,98.5608029880303
75.2442282353149,0.243122577667236,97.561712468532
75.9465912582397,0.241663932800293,97.4181493120252
76.7584896350636,0.240513324737549,97.0038268303109
76.9276612105059,0.23790168762207,98.1783069553716
77.3460047452393,0.235932350158691,98.7368407159232
77.9269928912391,0.234380722045898,98.8933095149815
78.5338909185604,0.232925891876221,98.9857412909193
79.3816935635992,0.232062816619873,98.4826686628901
79.6740525843912,0.229976654052734,99.3526061211913
