V,Sigma,S
39.0443004303565,1,101.043633004615
39.3140255953338,1,100.769999297677
39.5641825714105,0.86168098449707,100.544758969817
39.6902031925182,0.74700927734375,100.62653071348
39.4288077430377,0.665009498596191,101.666462088284
39.4697470141394,0.606904983520508,101.958657627043
39.9308939460337,0.565118789672852,101.211587318968
39.874805101637,0.527736663818359,101.74375221718
39.9880493584539,0.497930526733398,101.857118211082
40.2904198361893,0.474025726318359,101.50272980265
40.3568016514887,0.451996803283691,101.731994631391
40.5289478629261,0.433449745178223,101.69967773086
40.8712296681659,0.418154716491699,101.246582267341
41.0132373797544,0.403416633605957,101.288809237001
41.1540276183378,0.390189170837402,101.334045783158
41.156964236751,0.377469062805176,101.720211721813
41.1841823873878,0.366020202636719,102.046325976422
41.1671800074077,0.355289459228516,102.481805843
40.9240619859991,0.344307422637939,103.476542769416
40.7443697993432,0.334451675415039,104.314412074745
40.655097737649,0.325698852539062,104.928648187361
40.6113204504671,0.317769050598145,105.430363299849
41.1587242735514,0.312898635864258,104.469912247202
40.7756609221648,0.304429054260254,105.810782260236
40.8370049316839,0.298282623291016,106.052500182141
40.743663044899,0.291893005371094,106.676803975598
40.5322386280287,0.285390377044678,107.593164195651
40.7517588279812,0.280852317810059,107.443661795175
41.16130555398,0.277276039123535,106.824159566675
41.4413635716136,0.273438930511475,106.524921828254
41.6294866972934,0.269464492797852,106.453067262348
41.4667477709124,0.264412879943848,107.249012482649
41.4664821127532,0.260165214538574,107.643106644593
41.6291596814196,0.256675720214844,107.634184983521
41.6669442771417,0.252899646759033,107.9341665225
41.9506000146905,0.25006103515625,107.62601959391
42.5939832438005,0.248715400695801,106.428132162718
42.0857441876555,0.243515014648438,108.078627381012
42.133080768328,0.240317344665527,108.354980288176
42.2948707397001,0.23762321472168,108.348245929305
42.7570357616422,0.236001014709473,107.598566672387
43.0323987641092,0.233870506286621,107.310917211305
43.6139057643687,0.232834815979004,106.266106775639
44.0726353226567,0.231399059295654,105.524959595191
44.2585680552921,0.229130268096924,105.458510430522
44.3586221908603,0.22672700881958,105.60446154807
44.1074211318298,0.223479747772217,106.619167044627
44.374124327164,0.221704959869385,106.352945934322
45.1588399058193,0.221191883087158,104.80552315744
46.1217057812815,0.221241474151611,102.817569913916
46.9980395224575,0.221195220947266,101.043633004615
47.2677491556012,0.219610691070557,100.769999297677
47.5178918195973,0.218025684356689,100.544758969817
47.6438910019784,0.216157913208008,100.62653071348
47.3824518721084,0.213327407836914,101.666462088284
47.4233671795025,0.211354732513428,101.958657627043
47.8845095532665,0.210509300231934,101.211587318968
47.8283888154799,0.208375453948975,101.74375221718
47.9416109004854,0.206722736358643,101.857118211082
48.2439700643201,0.205590724945068,101.50272980265
48.3103270175773,0.20389986038208,101.731994631391
48.4824544390404,0.20257568359375,101.69967773086
48.8247229081672,0.201591968536377,101.246582267341
48.9667068858288,0.200199604034424,101.288809237001
49.1074733830242,0.198838710784912,101.334045783158
49.1103854077947,0.197168827056885,101.720211721813
49.1375791149829,0.195595741271973,102.046325976422
49.1205511886401,0.193953037261963,102.481805843
48.8773905373127,0.191816806793213,103.476542769416
48.6976593621286,0.189883232116699,104.314412074745
48.608360769168,0.188197135925293,104.928648187361
48.5645591832704,0.186648368835449,105.430363299849
49.1119516081873,0.186428546905518,104.469912247202
48.7288520634752,0.184185981750488,105.810782260236
48.7901721941912,0.182950973510742,106.052500182141
48.6968058110509,0.181411266326904,106.676803975598
48.4853564264195,0.179663419723511,107.593164195651
48.7048533793149,0.178826808929443,107.443661795175
49.1143776170429,0.178400993347168,106.824159566675
49.3944126294586,0.177727699279785,106.524921828254
49.5825123829149,0.176883935928345,106.453067262348
49.4197486834822,0.175338268280029,107.249012482649
49.4194589010456,0.174149990081787,107.643106644593
49.5821129960848,0.173308372497559,107.634184983521
49.6198736195821,0.172229766845703,107.9341665225
49.903506366664,0.171664714813232,107.62601959391
50.5468915771058,0.171840190887451,106.428132162718
50.0386028333673,0.169712066650391,108.078627381012
50.085915480211,0.168727397918701,108.354980288176
50.2476819747986,0.167980194091797,108.348245929305
50.7098387730562,0.167826175689697,107.598566672387
50.9851889137495,0.167326211929321,107.310917211305
51.5666776326885,0.16745662689209,106.266106775639
52.0253854172675,0.167364120483398,105.524959595191
52.2112946896125,0.166722297668457,105.458510430522
52.3113248339865,0.165918827056885,105.60446154807
52.0600976120883,0.164418935775757,106.619167044627
52.3267778467186,0.163975715637207,106.352945934322
53.1114900582466,0.164609909057617,104.80552315744
54.0743467985564,0.165632009506226,102.817569913916
54.9506802729217,0.166159391403198,101.043633004615
55.2203702249373,0.165683746337891,100.769999297677
55.4704905794752,0.165192604064941,100.544758969817
55.5964656425125,0.164495944976807,100.62653071348
55.3349967446899,0.163155317306519,101.666462088284
55.3758843329478,0.162339210510254,101.958657627043
55.8370098332736,0.162234783172607,101.211587318968
55.7808623212015,0.161274433135986,101.74375221718
55.8940601009371,0.160609245300293,101.857118211082
56.1963977171091,0.160264492034912,101.50272980265
56.2627296819668,0.159537792205811,101.731994631391
56.4348336571891,0.158995628356934,101.69967773086
56.7770811607283,0.158743858337402,101.246582267341
56.9190412528143,0.15816593170166,101.288809237001
57.0597838467554,0.157594680786133,101.334045783158
57.0626699584857,0.156806707382202,101.720211721813
57.0898381067217,0.156036376953125,102.046325976422
57.0727839767663,0.155261993408203,102.481805843
56.8295938249823,0.154118299484253,103.476542769416
56.6498340741872,0.153099060058594,104.314412074745
56.5605009579328,0.152220726013184,104.928648187361
56.5166692689206,0.151429653167725,105.430363299849
57.0640544952465,0.151536226272583,104.469912247202
56.6809133137268,0.150249719619751,105.810782260236
56.7422088212176,0.149640560150146,106.052500182141
56.6488162876196,0.148813486099243,106.676803975598
56.4373395867038,0.147831439971924,107.593164195651
56.6568134783434,0.147471189498901,107.443661795175
57.0663165311237,0.147387981414795,106.824159566675
57.346331752738,0.147126197814941,106.524921828254
57.5344137953242,0.146739721298218,106.453067262348
57.3716149278775,0.145853042602539,107.249012482649
57.371299914459,0.145211219787598,107.643106644593
57.5339303874159,0.144804716110229,107.634184983521
57.5716661557606,0.144227027893066,107.9341665225
57.8552771010463,0.143999576568604,107.62601959391
58.4986520225653,0.144291400909424,106.428132162718
57.9903238203434,0.14295768737793,108.078627381012
58.037611706622,0.142414808273315,108.354980288176
58.1993545707763,0.142040252685547,108.348245929305
58.6614977789682,0.14207935333252,107.598566672387
58.9368259805133,0.141870737075806,107.310917211305
59.5182972237417,0.142112731933594,106.266106775639
59.9769857425897,0.142179489135742,105.524959595191
60.162871771993,0.141857862472534,105.458510430522
60.2628774214171,0.141416072845459,105.60446154807
60.0116205834625,0.140471458435059,106.619167044627
60.2782787529713,0.140278577804565,106.352945934322
61.0629760292256,0.140852451324463,104.80552315744
62.025823731807,0.141743421554565,102.817569913916
62.9021448109103,0.142558574676514,101.043633004615
63.1718129493813,0.142409086227417,100.769999297677
63.4219111136033,0.142232418060303,100.544758969817
63.5478615957631,0.14185357093811,100.62653071348
63.2863606562201,0.140847682952881,101.666462088284
63.3272220252426,0.140342235565186,101.958657627043
63.7883293988332,0.140517711639404,101.211587318968
63.7321537990949,0.139861106872559,101.74375221718
63.8453267522833,0.139482021331787,101.857118211082
64.1476431842062,0.139410495758057,101.50272980265
64.2139494201842,0.138963460922241,101.731994631391
64.38602970343,0.138689756393433,101.69967773086
64.7282567914831,0.138698577880859,101.246582267341
64.8701926112705,0.138378620147705,101.288809237001
65.0109109095438,0.138063907623291,101.334045783158
65.0137700710116,0.13753080368042,101.720211721813
65.0409117366546,0.137040853500366,102.046325976422
65.0238302726039,0.136484146118164,102.481805843
64.7806084321513,0.135586500167847,103.476542769416
64.6008182142281,0.13480019569397,104.314412074745
64.5114601781756,0.134162425994873,104.928648187361
64.4676055311636,0.133599042892456,105.430363299849
65.0149655956811,0.133913040161133,104.469912247202
64.6317993717386,0.132855176925659,105.810782260236
64.6930693973133,0.13245964050293,106.052500182141
64.5996485600946,0.131843090057373,106.676803975598
64.3881414015719,0.131070613861084,107.593164195651
64.6075926969669,0.130907297134399,107.443661795175
65.0170766200391,0.13101601600647,106.824159566675
65.297067677295,0.130946397781372,106.524921828254
65.4851208909338,0.130746841430664,106.453067262348
65.3223007871449,0.130054235458374,107.249012482649
65.3219591685214,0.129595994949341,107.643106644593
65.4845660087564,0.129369258880615,107.634184983521
65.522275866157,0.128970623016357,107.9341665225
65.8058647600895,0.12891674041748,107.62601959391
66.4492126823598,0.129378318786621,106.428132162718
65.9408613702986,0.12821364402771,108.078627381012
65.9881235201774,0.127838850021362,108.354980288176
66.1498427358638,0.127623796463013,108.348245929305
66.6119535584188,0.127828359603882,107.598566672387
66.8872600580285,0.127777576446533,107.310917211305
67.4687154947232,0.128168344497681,106.266106775639
67.9273858427147,0.128398895263672,105.524959595191
68.1132484480429,0.128231048583984,105.458510430522
68.213229019689,0.127935171127319,105.60446154807
67.9619403398518,0.127136707305908,106.619167044627
68.2285766409234,0.127090215682983,106.352945934322
69.0132501824875,0.127799272537231,104.80552315744
69.9760888343497,0.128501176834106,102.817569913916
70.8523915104502,0.129143953323364,101.043633004615
71.1220372908613,0.129063129425049,100.769999297677
71.3721127174256,0.128960609436035,100.544758969817
71.4980380534238,0.12870717048645,100.62653071348
71.2365044508744,0.12798023223877,101.666462088284
